Id,TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
169,Noturno,Solteiro(a),Masculino,2018-11-30,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
170,Noturno,Solteiro(a),Masculino,2018-11-29,Motivo de Trabalho,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
171,Noturno,Casado(a),Masculino,2018-11-21,Outros Motivos,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
172,Noturno,Solteiro(a),Masculino,2018-11-07,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - IV MÓDULO,Informática
173,Noturno,Solteiro(a),Masculino,2018-10-31,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO II,Gestäo
174,Noturno,Solteiro(a),Feminino,2018-10-30,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
175,Matutino,Solteiro(a),Feminino,2018-10-29,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
176,Noturno,Solteiro(a),Masculino,2018-10-22,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO II,Gestäo
177,Noturno,Solteiro(a),Masculino,2018-10-13,Outros Motivos,Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Módulo I,Informática
178,Noturno,Solteiro(a),Masculino,2018-10-10,Motivo de Trabalho,Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Módulo I,Informática
179,Noturno,Solteiro(a),Masculino,2018-10-08,Outros Motivos,Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Módulo I,Informática
180,Noturno,Solteiro(a),Masculino,2018-10-08,Outros Motivos,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO II,Informática
181,Noturno,Solteiro(a),Masculino,2018-10-08,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - II MÓDULO,Gestäo
182,Matutino,Solteiro(a),Masculino,2018-10-08,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - III MÓDULO ,Informática
183,Noturno,Solteiro(a),Masculino,2018-10-05,Não se identificou com o curso,Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Módulo I,Informática
184,Matutino,Solteiro(a),Masculino,2018-10-02,Motivo de Trabalho,Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Módulo I,Informática
185,Noturno,Solteiro(a),Masculino,2018-10-02,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - II MÓDULO,Gestäo
186,Noturno,Solteiro(a),Masculino,2018-10-02,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
187,Matutino,Solteiro(a),Masculino,2018-10-02,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
188,Matutino,Solteiro(a),Masculino,2018-09-28,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - III MÓDULO ,Informática
189,Matutino,Solteiro(a),Masculino,2018-09-27,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
190,Matutino,Solteiro(a),Masculino,2018-09-25,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
191,Noturno,Solteiro(a),Feminino,2018-09-24,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
192,Matutino,Casado(a),Feminino,2018-09-21,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
193,Noturno,Casado(a),Masculino,2018-09-19,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
194,Matutino,Solteiro(a),Masculino,2018-09-19,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
195,Matutino,Solteiro(a),Masculino,2018-09-19,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
196,Noturno,Solteiro(a),Masculino,2018-09-19,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - IV MÓDULO,Informática
197,Noturno,Solteiro(a),Masculino,2018-09-17,Não se identificou com o curso,Superior de Tecnologia em Jogos Digitais - I Módulo,Informática
198,Noturno,Casado(a),Masculino,2018-09-14,Distância / meio de transporte,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO II,Informática
199,Noturno,Solteiro(a),Masculino,2018-09-14,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
200,Noturno,Solteiro(a),Masculino,2018-09-13,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
201,Noturno,Casado(a),Masculino,2018-09-12,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO II,Informática
202,Noturno,Solteiro(a),Masculino,2018-09-12,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
203,Noturno,Casado(a),Masculino,2018-09-12,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
204,Matutino,Solteiro(a),Masculino,2018-09-12,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
205,Noturno,Casado(a),Masculino,2018-09-11,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
206,Noturno,Casado(a),Masculino,2018-09-06,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO II,Informática
207,Noturno,Solteiro(a),Feminino,2018-09-03,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
208,Noturno,Solteiro(a),Masculino,2018-09-03,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
209,Matutino,Solteiro(a),Masculino,2018-09-03,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
210,Noturno,Solteiro(a),Feminino,2018-08-31,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
211,Noturno,Casado(a),Feminino,2018-08-31,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - II MÓDULO,Gestäo
212,Noturno,Casado(a),Masculino,2018-08-31,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
213,Noturno,Solteiro(a),Masculino,2018-08-31,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
214,Noturno,Solteiro(a),Masculino,2018-08-31,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
215,Matutino,Solteiro(a),Masculino,2018-08-31,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
216,Matutino,Casado(a),Masculino,2018-08-30,Transferência de Programação,Superior de Tecnologia em Análise e Desenvolvimento de Sistemas - Módulo I,Informática
217,Noturno,Solteiro(a),Feminino,2018-08-29,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
218,Noturno,Solteiro(a),Feminino,2018-08-29,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
219,Matutino,Solteiro(a),Feminino,2018-08-29,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
220,Noturno,Casado(a),Feminino,2018-08-29,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
221,Matutino,Solteiro(a),Feminino,2018-08-29,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
222,Noturno,Solteiro(a),Feminino,2018-08-29,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
223,Noturno,Casado(a),Feminino,2018-08-29,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
224,Noturno,Solteiro(a),Masculino,2018-08-29,Cancelamento da Programação,Curso Superior de Tecnologia em Logística - Módulo I,Gestäo
225,Noturno,Solteiro(a),Masculino,2018-08-29,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
226,Noturno,Casado(a),Masculino,2018-08-29,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
227,Matutino,Solteiro(a),Masculino,2018-08-29,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
228,Noturno,Solteiro(a),Masculino,2018-08-29,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
229,Matutino,Casado(a),Masculino,2018-08-29,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
230,Noturno,Solteiro(a),Feminino,2018-08-28,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
231,Matutino,Solteiro(a),Feminino,2018-08-28,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
232,Noturno,Solteiro(a),Feminino,2018-08-28,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
233,Noturno,Solteiro(a),Masculino,2018-08-28,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO V,Informática
234,Noturno,Casado(a),Feminino,2018-08-27,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
235,Noturno,Solteiro(a),Feminino,2018-08-27,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
236,Matutino,Solteiro(a),Feminino,2018-08-27,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
237,Noturno,Casado(a),Feminino,2018-08-27,Cancelamento da Programação,Curso Superior de Tecnologia em Estética e Cosmética - Módulo I,Saúde
238,Noturno,Solteiro(a),Masculino,2018-08-27,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - I Módulo,Informática
239,Matutino,Casado(a),Masculino,2018-08-27,Cancelamento da Programação,Superior de Tecnologia em Segurança da Informação - I Módulo,Informática
240,Noturno,Solteiro(a),Masculino,2018-08-24,Cancelamento da Programação,Curso Superior de Tecnologia em Logística - Módulo I,Gestäo
241,Noturno,Solteiro(a),Feminino,2018-08-24,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
242,Noturno,Solteiro(a),Masculino,2018-08-21,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
243,Matutino,Solteiro(a),Masculino,2018-08-20,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - III MÓDULO ,Informática
244,Noturno,Solteiro(a),Masculino,2018-08-20,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
245,Noturno,Solteiro(a),Masculino,2018-08-17,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
246,Noturno,Solteiro(a),Masculino,2018-08-14,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
247,Noturno,Solteiro(a),Feminino,2018-08-14,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - II MÓDULO,Gestäo
248,Noturno,Solteiro(a),Masculino,2018-08-13,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão Comercial - I Módulo,Gestäo
249,Noturno,Solteiro(a),Feminino,2018-08-13,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - II MÓDULO,Gestäo
250,Noturno,Solteiro(a),Masculino,2018-08-08,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - II MÓDULO,Gestäo
251,Matutino,Solteiro(a),Masculino,2018-08-02,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
252,Noturno,Solteiro(a),Masculino,2018-08-01,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - IV MÓDULO,Informática
253,Noturno,Solteiro(a),Masculino,2018-07-31,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - IV MÓDULO,Informática
254,Noturno,Solteiro(a),Feminino,2018-07-20,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - IV MÓDULO,Design
255,Noturno,Solteiro(a),Masculino,2018-07-18,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
256,Matutino,Solteiro(a),Masculino,2018-06-21,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
257,Noturno,Solteiro(a),Feminino,2018-06-14,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
258,Matutino,Solteiro(a),Feminino,2018-06-04,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
259,Matutino,Casado(a),Masculino,2018-05-30,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
260,Noturno,Solteiro(a),Masculino,2018-05-29,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - III MÓDULO ,Informática
261,Noturno,Solteiro(a),Masculino,2018-05-28,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
262,Noturno,Solteiro(a),Masculino,2018-05-17,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
263,Noturno,Solteiro(a),Masculino,2018-05-16,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
264,Noturno,Divorciado(a),Masculino,2018-05-15,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
265,Noturno,Solteiro(a),Masculino,2018-05-10,Não se identificou com o curso,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
266,Noturno,Solteiro(a),Feminino,2018-05-08,Não se adaptou a metodologia,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO I,Gestäo
267,Noturno,Solteiro(a),Masculino,2018-04-30,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
268,Matutino,Solteiro(a),Masculino,2018-04-26,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
269,Noturno,Solteiro(a),Masculino,2018-04-25,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
270,Noturno,Casado(a),Masculino,2018-04-23,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
271,Noturno,Solteiro(a),Masculino,2018-04-23,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
272,Noturno,Solteiro(a),Masculino,2018-04-23,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
273,Noturno,Solteiro(a),Masculino,2018-04-20,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
274,Noturno,Solteiro(a),Masculino,2018-04-19,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
275,Noturno,Solteiro(a),Feminino,2018-04-18,Dificuldades Financeiras,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO I,Gestäo
276,Noturno,Solteiro(a),Masculino,2018-04-18,Abandono sem Justificativa,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - III MÓDULO ,Informática
277,Noturno,Solteiro(a),Masculino,2018-04-16,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
278,Matutino,Solteiro(a),Feminino,2018-04-12,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
279,Matutino,Solteiro(a),Masculino,2018-04-11,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
280,Noturno,Casado(a),Masculino,2018-04-10,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO I,Gestäo
281,Noturno,Solteiro(a),Masculino,2018-04-10,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - III MÓDULO ,Informática
282,Noturno,Casado(a),Masculino,2018-04-09,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO I,Gestäo
283,Noturno,Solteiro(a),Feminino,2018-04-09,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
284,Noturno,Casado(a),Feminino,2018-04-09,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
285,Noturno,Casado(a),Feminino,2018-04-09,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
286,Matutino,Solteiro(a),Masculino,2018-04-09,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
287,Noturno,União Estável,Masculino,2018-04-06,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
288,Matutino,Casado(a),Masculino,2018-04-06,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
289,Noturno,Casado(a),Masculino,2018-04-05,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
290,Noturno,Solteiro(a),Masculino,2018-04-04,Não se adaptou a metodologia,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
291,Noturno,Solteiro(a),Masculino,2018-04-04,Não se adaptou a metodologia,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
292,Noturno,Solteiro(a),Masculino,2018-04-04,Não se adaptou a metodologia,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
293,Noturno,Solteiro(a),Masculino,2018-04-04,Não se adaptou a metodologia,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
294,Noturno,Solteiro(a),Masculino,2018-04-03,Não se adaptou a metodologia,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
295,Noturno,Solteiro(a),Masculino,2018-04-03,Não se adaptou a metodologia,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
296,Noturno,Solteiro(a),Masculino,2018-04-02,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
297,Noturno,Solteiro(a),Masculino,2018-04-02,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
298,Noturno,Casado(a),Masculino,2018-04-02,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
299,Noturno,Solteiro(a),Masculino,2018-04-02,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
300,Noturno,Solteiro(a),Feminino,2018-03-28,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
301,Noturno,Solteiro(a),Feminino,2018-03-27,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
302,Noturno,Solteiro(a),Masculino,2018-03-27,Não se adaptou a metodologia,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
303,Noturno,Solteiro(a),Masculino,2018-03-26,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
304,Noturno,Solteiro(a),Masculino,2018-03-22,Outros Motivos,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
305,Noturno,Solteiro(a),Masculino,2018-03-22,Outros Motivos,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
306,Noturno,Solteiro(a),Masculino,2018-03-22,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
307,Matutino,Solteiro(a),Masculino,2018-03-21,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
308,Noturno,Solteiro(a),Masculino,2018-03-20,Dificuldades Financeiras,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
309,Noturno,Solteiro(a),Masculino,2018-03-19,Dificuldades Financeiras,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
310,Noturno,Solteiro(a),Masculino,2018-03-19,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
311,Noturno,Solteiro(a),Masculino,2018-03-17,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
312,Matutino,Solteiro(a),Masculino,2018-03-13,Dificuldades Financeiras,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - II MÓDULO ,Informática
313,Noturno,Casado(a),Masculino,2018-03-12,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
314,Noturno,Solteiro(a),Masculino,2018-03-10,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO I,Gestäo
315,Noturno,Solteiro(a),Masculino,2018-03-10,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO I,Gestäo
316,Noturno,Solteiro(a),Masculino,2018-03-08,Outros Motivos,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
317,Noturno,Solteiro(a),Masculino,2018-03-07,Outros Motivos,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
318,Noturno,Solteiro(a),Masculino,2018-03-06,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
319,Noturno,Solteiro(a),Masculino,2018-03-06,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
320,Noturno,Solteiro(a),Feminino,2018-03-01,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
321,Noturno,Solteiro(a),Feminino,2018-03-01,Não se identificou com o curso,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
322,Noturno,Solteiro(a),Feminino,2018-02-28,Motivo de Viagens,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO I,Gestäo
323,Noturno,Solteiro(a),Feminino,2018-02-28,Motivo de Viagens,CURSO SUPERIOR DE TECNOLOGIA EM LOGÍSTICA - MÓDULO I,Gestäo
324,Matutino,Solteiro(a),Masculino,2018-02-28,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
325,Noturno,Solteiro(a),Masculino,2018-02-28,Mudança de Município,SUPERIOR DE TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MÓDULO I,Informática
326,Matutino,Solteiro(a),Masculino,2018-02-28,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
